iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
1,additional,normal,110010,100000000,100,100,100,100,100,100,110010,110009,110010,0,0,0,0,0,0,0,0,71.2163,0,0.0566869,71.273,5.01824,0.0112372,76.3127
2,additional,normal,110010,100000000,100,100,100,100,100,100,110010,110009,110010,0,0,0,0,0,0,0,0,71.2905,0,0.0561684,71.3467,4.98924,0.0113343,76.3581
0,additional,normal,120010,100000000,100,100,100,100,100,100,120010,120009,120010,0,0,0,0,0,0,0,0,85.9984,0,0.064064,86.0625,5.45935,0.0123336,91.5453
1,additional,normal,120010,100000000,100,100,100,100,100,100,120010,120009,120010,0,0,0,0,0,0,0,0,89.9707,0,0.0640299,90.0347,5.46991,0.0121839,95.5283
2,additional,normal,120010,100000000,100,100,100,100,100,100,120010,120009,120010,0,0,0,0,0,0,0,0,87.2744,0,0.0627251,87.3371,5.46077,0.0122064,92.8225
0,additional,normal,130010,100000000,100,100,100,100,100,100,130010,130009,130010,0,0,0,0,0,0,0,0,105.14,0,0.0707639,105.21,5.91947,0.0130905,111.16
1,additional,normal,130010,100000000,100,100,100,100,100,100,130010,130009,130010,0,0,0,0,0,0,0,0,107.167,0,0.0701035,107.237,5.9716,0.0137169,113.238
2,additional,normal,130010,100000000,100,100,100,100,100,100,130010,130009,130010,0,0,0,0,0,0,0,0,108.965,0,0.0704386,109.035,5.99235,0.0136459,115.054
0,additional,normal,140010,100000000,100,100,100,100,100,100,140010,140009,140010,0,0,0,0,0,0,0,0,131.058,0,0.0769267,131.135,6.36933,0.0152741,137.535
1,additional,normal,140010,100000000,100,100,100,100,100,100,140010,140009,140010,0,0,0,0,0,0,0,0,133.54,0,0.0779658,133.618,6.38036,0.0153954,140.029
2,additional,normal,140010,100000000,100,100,100,100,100,100,140010,140009,140010,0,0,0,0,0,0,0,0,129.018,0,0.0775988,129.096,6.45653,0.0148951,135.583
0,additional,normal,150010,100000000,100,100,100,100,100,100,150010,150009,150010,0,0,0,0,0,0,0,0,156.452,0,0.0871814,156.539,6.82487,0.0155195,163.4
1,additional,normal,150010,100000000,100,100,100,100,100,100,150010,150009,150010,0,0,0,0,0,0,0,0,157.138,0,0.085056,157.223,6.84218,0.0148727,164.097
2,additional,normal,150010,100000000,100,100,100,100,100,100,150010,150009,150010,0,0,0,0,0,0,0,0,152.582,0,0.0847392,152.667,6.88917,0.0156329,159.589
0,additional,normal,160010,100000000,100,100,100,100,100,100,160010,160009,160010,0,0,0,0,0,0,0,0,178.162,0,0.0923806,178.255,7.31532,0.0170593,185.609
1,additional,normal,160010,100000000,100,100,100,100,100,100,160010,160009,160010,0,0,0,0,0,0,0,0,178.602,0,0.0932982,178.695,7.36701,0.0174779,186.1
2,additional,normal,160010,100000000,100,100,100,100,100,100,160010,160009,160010,0,0,0,0,0,0,0,0,181.462,0,0.0927555,181.555,7.31128,0.0166035,188.902
0,additional,normal,170010,100000000,100,100,100,100,100,100,170010,170009,170010,0,0,0,0,0,0,0,0,209.684,0,0.099705,209.783,7.7782,0.0184158,217.601
1,additional,normal,170010,100000000,100,100,100,100,100,100,170010,170009,170010,0,0,0,0,0,0,0,0,204.063,0,0.0982087,204.161,7.95204,0.0180715,212.153
2,additional,normal,170010,100000000,100,100,100,100,100,100,170010,170009,170010,0,0,0,0,0,0,0,0,210.28,0,0.0993055,210.379,7.77846,0.0179452,218.194
0,additional,normal,180010,100000000,100,100,100,100,100,100,180010,180009,180010,0,0,0,0,0,0,0,0,235.124,0,0.105897,235.23,8.24991,0.0184744,243.523
1,additional,normal,180010,100000000,100,100,100,100,100,100,180010,180009,180010,0,0,0,0,0,0,0,0,236.815,0,0.107867,236.922,8.23368,0.0198,245.203
2,additional,normal,180010,100000000,100,100,100,100,100,100,180010,180009,180010,0,0,0,0,0,0,0,0,238.575,0,0.106403,238.682,8.21485,0.0180782,246.939
0,additional,normal,190010,100000000,100,100,100,100,100,100,190010,190009,190010,0,0,0,0,0,0,0,0,264.696,0,0.114464,264.81,8.70738,0.0200729,273.557
1,additional,normal,190010,100000000,100,100,100,100,100,100,190010,190009,190010,0,0,0,0,0,0,0,0,263.601,0,0.114937,263.716,8.66866,0.0194765,272.429
2,additional,normal,190010,100000000,100,100,100,100,100,100,190010,190009,190010,0,0,0,0,0,0,0,0,266.034,0,0.115834,266.15,8.67798,0.0199857,274.873
0,additional,normal,200010,100000000,100,100,100,100,100,100,200010,200009,200010,0,0,0,0,0,0,0,0,295.457,0,0.121424,295.578,9.15406,0.0208036,304.779
1,additional,normal,200010,100000000,100,100,100,100,100,100,200010,200009,200010,0,0,0,0,0,0,0,0,288.247,0,0.122942,288.37,9.13281,0.0214988,297.546
2,additional,normal,200010,100000000,100,100,100,100,100,100,200010,200009,200010,0,0,0,0,0,0,0,0,285.859,0,0.122224,285.982,9.16044,0.0199866,295.183
0,additional,normal,210010,100000000,100,100,100,100,100,100,210010,210009,210010,0,0,0,0,0,0,0,0,342.304,0,0.130493,342.434,9.5882,0.0216952,352.078
1,additional,normal,210010,100000000,100,100,100,100,100,100,210010,210009,210010,0,0,0,0,0,0,0,0,330.909,0,0.130099,331.039,9.58419,0.0223937,340.674
2,additional,normal,210010,100000000,100,100,100,100,100,100,210010,210009,210010,0,0,0,0,0,0,0,0,320.023,0,0.12872,320.152,9.68765,0.0217199,329.887
0,additional,normal,220010,100000000,100,100,100,100,100,100,220010,220009,220010,0,0,0,0,0,0,0,0,371.289,0,0.138415,371.427,10.2573,0.0239252,381.742
1,additional,normal,220010,100000000,100,100,100,100,100,100,220010,220009,220010,0,0,0,0,0,0,0,0,376.143,0,0.138565,376.281,10.0551,0.0233537,386.39
2,additional,normal,220010,100000000,100,100,100,100,100,100,220010,220009,220010,0,0,0,0,0,0,0,0,378.398,0,0.138134,378.536,10.1197,0.0235827,388.713
0,additional,normal,230010,100000000,100,100,100,100,100,100,230010,230009,230010,0,0,0,0,0,0,0,0,401.492,0,0.143804,401.636,10.7593,0.0234645,412.456
1,additional,normal,230010,100000000,100,100,100,100,100,100,230010,230009,230010,0,0,0,0,0,0,0,0,412.829,0,0.144447,412.973,10.5364,0.0256614,423.566
2,additional,normal,230010,100000000,100,100,100,100,100,100,230010,230009,230010,0,0,0,0,0,0,0,0,412.165,0,0.148077,412.313,10.5638,0.0240808,422.931
0,additional,normal,240010,100000000,100,100,100,100,100,100,240010,240009,240010,0,0,0,0,0,0,0,0,454.934,0,0.153948,455.088,11.0044,0.0265401,466.153
1,additional,normal,240010,100000000,100,100,100,100,100,100,240010,240009,240010,0,0,0,0,0,0,0,0,442.082,0,0.152607,442.235,10.9458,0.0238959,453.24
2,additional,normal,240010,100000000,100,100,100,100,100,100,240010,240009,240010,0,0,0,0,0,0,0,0,461.292,0,0.156969,461.449,11.0145,0.0255548,472.52
0,additional,normal,250010,100000000,100,100,100,100,100,100,250010,250009,250010,0,0,0,0,0,0,0,0,489.066,0,0.162696,489.229,11.4213,0.0268523,500.718
1,additional,normal,250010,100000000,100,100,100,100,100,100,250010,250009,250010,0,0,0,0,0,0,0,0,494.158,0,0.161264,494.319,11.4948,0.0261028,505.876
2,additional,normal,250010,100000000,100,100,100,100,100,100,250010,250009,250010,0,0,0,0,0,0,0,0,492.034,0,0.162569,492.196,11.6628,0.0272078,503.922
0,additional,normal,260010,100000000,100,100,100,100,100,100,260010,260009,260010,0,0,0,0,0,0,0,0,545.826,0,0.171147,545.997,11.8864,0.0271161,557.941
1,additional,normal,260010,100000000,100,100,100,100,100,100,260010,260009,260010,0,0,0,0,0,0,0,0,534.783,0,0.169362,534.953,11.9047,0.0280081,546.929
2,additional,normal,260010,100000000,100,100,100,100,100,100,260010,260009,260010,0,0,0,0,0,0,0,0,549.787,0,0.173017,549.96,11.876,0.0278191,561.897
0,additional,normal,270010,100000000,100,100,100,100,100,100,270010,270009,270010,0,0,0,0,0,0,0,0,580.439,0,0.17996,580.619,12.3584,0.0294757,593.05
1,additional,normal,270010,100000000,100,100,100,100,100,100,270010,270009,270010,0,0,0,0,0,0,0,0,578.08,0,0.179961,578.26,12.3975,0.0285419,590.726
2,additional,normal,270010,100000000,100,100,100,100,100,100,270010,270009,270010,0,0,0,0,0,0,0,0,581.131,0,0.176051,581.307,12.3285,0.0290728,593.71
0,additional,normal,280010,100000000,100,100,100,100,100,100,280010,280009,280010,0,0,0,0,0,0,0,0,647.027,0,0.187883,647.215,12.9475,0.0284027,660.229
1,additional,normal,280010,100000000,100,100,100,100,100,100,280010,280009,280010,0,0,0,0,0,0,0,0,638.554,0,0.188259,638.743,13.0391,0.0305425,651.854
2,additional,normal,280010,100000000,100,100,100,100,100,100,280010,280009,280010,0,0,0,0,0,0,0,0,642.978,0,0.187497,643.165,12.8556,0.0279886,656.085
0,additional,normal,290010,100000000,100,100,100,100,100,100,290010,290009,290010,0,0,0,0,0,0,0,0,697.152,0,0.200227,697.352,13.2967,0.0296356,710.721
1,additional,normal,290010,100000000,100,100,100,100,100,100,290010,290009,290010,0,0,0,0,0,0,0,0,678.255,0,0.194409,678.449,13.2688,0.0320654,691.783
2,additional,normal,290010,100000000,100,100,100,100,100,100,290010,290009,290010,0,0,0,0,0,0,0,0,696.995,0,0.197547,697.192,13.272,0.0321104,710.535
0,additional,normal,300010,100000000,100,100,100,100,100,100,300010,300009,300010,0,0,0,0,0,0,0,0,745.766,0,0.20459,745.971,13.7257,0.0301235,759.767
1,additional,normal,300010,100000000,100,100,100,100,100,100,300010,300009,300010,0,0,0,0,0,0,0,0,746.055,0,0.205272,746.26,13.817,0.0325548,760.152
2,additional,normal,300010,100000000,100,100,100,100,100,100,300010,300009,300010,0,0,0,0,0,0,0,0,747.942,0,0.206335,748.148,13.735,0.0305652,761.952
0,additional,normal,310010,100000000,100,100,100,100,100,100,310010,310009,310010,0,0,0,0,0,0,0,0,792.587,0,0.214726,792.802,14.2281,0.0327243,807.118
1,additional,normal,310010,100000000,100,100,100,100,100,100,310010,310009,310010,0,0,0,0,0,0,0,0,801.619,0,0.215286,801.834,14.2909,0.0333095,816.201
2,additional,normal,310010,100000000,100,100,100,100,100,100,310010,310009,310010,0,0,0,0,0,0,0,0,784.836,0,0.212381,785.049,14.2264,0.0336661,799.353
0,additional,normal,320010,100000000,100,100,100,100,100,100,320010,320009,320010,0,0,0,0,0,0,0,0,848.41,0,0.223184,848.633,14.7169,0.0345108,863.437
1,additional,normal,320010,100000000,100,100,100,100,100,100,320010,320009,320010,0,0,0,0,0,0,0,0,851.201,0,0.22212,851.423,14.6937,0.032285,866.2
2,additional,normal,320010,100000000,100,100,100,100,100,100,320010,320009,320010,0,0,0,0,0,0,0,0,860.75,0,0.225746,860.976,14.708,0.034508,875.763
